date,text
2021-11-05 00:00:00," Для того чтобы компании могли реализовать свои проекты в Метавселенной, им нужно будет найти способы монетизации своей работы, в том числе в виде рекламы в виртуальной реальности. На этой неделе компания по монетизации внутри игр Admix объявила о завершении нового раунда финансирования в размере 25 миллионов долларов, чтобы решить эту проблему. Отметим, что общий объем инвестиций составляет 37 миллионов долларов. Решение Admix позволяет разработчикам интегрировать рекламу в свои VR-игры. Это может быть рекламный щит или стена здания внутри игры. ""Этот раунд финансирования подтверждает невероятно тяжелую работу, над которой трудилась вся наша команда. Мы видим, что интернет вступает в новую стадию Web 3.0 или Метавселенную, которая характеризуется 3D-взаимодействиями в реальном времени и новой экономикой"", — сказал генеральный директор компании Сэмюэль Хубер. ""Мы создаем критически важную инфраструктуру, чтобы разработчики могли монетизировать свой контент наилучшим образом"". ""Мы верим, что Admix будет продолжать играть важную роль в формировании того, как потребители и бизнес взаимодействуют в том, что называется Метавселенная"", — добавил Серик Калдыкулов , основатель и управляющий партнер фонда Elefund, однако из инвесторов. "
2021-11-03 00:00:00," Заявки принимаются до 18 ноября, проведение аукциона назначено на 24 ноября. Ранее сообщалось, что КСК объявило конкурс на право заключения договора на поставку комплектов технологического оборудования двух канатных дорог VL 4 и VL 5 на курорте ""Ведучи"" за 1,2 млрд рублей. Победителем было признано ООО ""РТ-Бартолет"" (Москва, совместное предприятие ""Ростеха"" и швейцарского производителя канатных дорог Bartholet ) с предложением в 911,548 млн рублей. Кроме того КСК проводили конкурс на право заключения договора на выполнение подрядных работ по строительству этих двух канатных дорог. Начальная цена составляла 303,7 млн рублей. По итогам аукциона была подана одна заявка от ГУП ""Ордена дружбы народов Чеченское управление строительства имени Э.Э.Исмаилова"" (Чечня, принадлежит министерству строительства и ЖКХ региона), с которым и было заключено соглашение. Предложение ГУП равнялось начальной цене контракта. Всесезонный горнолыжный курорт ""Ведучи"" был открыт зимой 2018 года. На его территории оборудованы трасса для начинающих лыжников, подъемник и зоны активного отдыха. Также на курорте имеются современный отель, отдельное шале и службы сервиса. К 2025 году на территории комплекса планируется создать 17 горнолыжных трасс общей протяженностью 16,5 км, гостиничный комплекс, сервисные центры, горнолыжную школу и пункты проката. По плану, к этому времени годовой туристический поток курорта составит более 180 тыс. человек. "
2021-10-28 00:00:00," Минэкономразвития России одинаково готово поддерживать все регионы, заинтересованные в создании особых экономических зон. Об этом ИА REGNUM сообщили в пресс-службе Минэкономразвития РФ в ответ на запрос о создании в Республике Коми особой экономической зоны (ОЭЗ) ""Север"". Особая экономическая зона ""Алабуга"" Alabuga.ru ""Арктическая зона Российской Федерации предоставляет инвесторам более расширенный набор преференций и льгот"", - уточнили в ведомстве. Читайте также: ОЭЗ в России - центр притяжения инвестиций или анклав для ухода от налогов? В ответе также отмечается, что размещение в ОЭЗ может оказаться выгоднее за счет экономико-географических преимуществ, например, за счет близости к транспортно-логистическим узлам, потребителям, квалифицированным специалистам в соответствующих отраслях, развитой инфраструктуре. Напомним, что в России функционируют 42 ОЭЗ: 23 промышленно-производственных, 7 технико-внедренческих, 10 туристско-рекреационных и 2 портовые. По данным Минэкономразвития , за 15 лет работы общий объем заявленных инвестиций составил более 1,37 трлн рублей, вложенных инвестиций - более 597 млрд рублей, было создано более 46,4 тысяч рабочих мест, уплачено порядка 211 млрд рублей налоговых платежей, таможенных отчислений и страховых взносов. "
2021-10-29 00:00:00," Удивительная гримаса истории: сталинский план Трансполярной магистрали, многажды осмеянный и стократно перепроклятый антисоветчиками (от хрущевских до перестроечных и ельцинских), снова всплывает. И не просто так - ибо проект был объективно нужный стране, да и сейчас его значимость меньше не стала. Другое дело, что тогда его начинали строить по принципу раннего Транссиба - с хлипкой железной дороги по временным нормам, Кто помнит, как исторически строился Великий Сибирский путь, ничего удивительного в последовательности действий по этой эпопее не увидит. Транссиб точно так же начинался в конце XIX века с хлипкой дороги с деревянными мостами и большими допустимыми уклонами, с черепашьмим скоростями движения и каторжниками на стройке. А через 12-20 лет он был радикально реконструирован, выровнян и переложен на тяжелые рельсы практически полностью - по мере своего наполнения и роста экономического значения. Трансполярке же не повезло - проект после смерти Сталина остановили, а всего через 10-12 лет после остановки проекта в том районе нашли грандиозные запасы нефтегаза. И в 70-е протянули линию на Уренгой от Сургута, затем еще и восстановили примерно треть Трансполярки от Уренгоя до Надыма. Но замкнутой линией она не стала, разрыв Надым - река Обь остался. Так что сейчас по факту возвращаются к тому плану, просто на новой основе: ОАО ""РЖД"" и ПАО ""Газпром"" договорились о совместной реализации проекта по строительству Северного широтного хода Вчитаемся повнимательней в скучные и сухие строки официального пресс-релиза. 30 марта в Москве ОАО ""РЖД"" и ПАО ""Газпром"" заключили соглашение о совместной реализации инвестиционного проекта по строительству Северного широтного хода (СШХ) Обская – Салехард – Надым – Пангоды – Новый Уренгой – Коротчаево и железнодорожных подходов к нему. Подписи под документом поставили президент ОАО ""РЖД"" Олег Белозеров и председатель правления ПАО ""Газпром"" Алексей Миллер . Целью проекта является обеспечение вывоза грузов с месторождений северных районов Западной Сибири и сокращение протяженности транспортных маршрутов до портов Северо-Запада. Реализация проекта будет осуществляться с привлечением средств частных инвесторов по концессионной схеме. Основные участники ( ОАО ""РЖД"" , ПАО ""Газпром"" , Ямало-Ненецкий автономный округ ) профинансируют объекты собственной существующей железнодорожной инфраструктуры, а строительство новых объектов выполнит концессионер. В соответствии с соглашением, ПАО ""Газпром"" создаст специальное дочернее общество, которое обеспечит завершение строительства и ввод в эксплуатацию собственной железнодорожной линии Надым – Пангоды (112 км). Мда . Схема весьма хитрая: правительство РФ от прямого участия в создании стратегической инфраструктуры устраняется, обязательства на себя не берет, перекладывая риски на Газпром (больше) и РЖД (меньше), а также на власти Ямало-Ненецкого округа. Предполагается, что Российская Федерация выступит концедентом, а концессионером – специальная проектная компания ( СПК-Концессионер ) – дочернее общество ОАО ""РЖД"" , акционерами которого также могут быть заинтересованные инвесторы. СПК-Концессионер по концессионному соглашению обеспечит финансирование, строительство и эксплуатацию линии Обская – Салехард – Надым. В частности, будет построена железнодорожная часть моста через реку Обь и подходы к ней, новый железнодорожный участок Салехард – Надым (353 км), а также железнодорожная часть моста через реку Надым и подходы к ней. ОАО ""РЖД"" в рамках своей инвестиционной программы выполнит реконструкцию примыкающих участков Коноша – Котлас – Чум – Лабытнанги Северной железной дороги , включая станцию Обская, а также железнодорожной линии Пангоды – Новый Уренгой – Коротчаево Свердловской железной дороги. Газпрому навесили обязательство по доделке линии до Надыма (фактически - доведение ее до общежелезнодорожных стандартов), а РЖД берет бязательства по реконструкции действующих линий, плюс образование нового общества по достройке разрыва между Обью и Надымом. Затем концессионер - новое юрлицо - будет достраивать дорогу, и если оно обанкротится по сотне разных причин, или будет в предынфарктном экономическом состоянии (к примеру, при условии колебаний цен на газ/нефть), то игроки останутся ""при своих"", и ничего больше не потеряют. В свою очередь, администрация Ямало-Ненецкого автономного округа выступит инвестором строительства автомобильной части моста через Обь и предоставит необходимую проектную документацию. Также регион предоставит в федеральную собственность земельные участки, необходимые для строительства магистрали, и обеспечит доступ строителей к водным объектам и лесным участкам, предоставит льготы по налогу на имущество. Напомним, соответствующее соглашение подписано между ОАО ""РЖД"" и ЯНАО 19 октября 2016 года. Обязательства ЯНАО касаются выделения земли под строительство и автодорожной части Обского моста. Все. Строительство Северного широтного хода планируется осуществить с 2018 по 2022 годы. Общая протяженность линии составляет 707 км. Прогнозируемый объем перевозок составит 23,9 млн тонн (преимущественно газовый конденсат и нефтеналивные грузы). Посмотрим-посмотрим. План обширный, сроки сжатые, но... Хитрая схема реализации дает много лазеек и при малейших колебаниях намерений участников может дать сбой. Как-то все хлипко и кисельно организовано. Это вам не стратегический Керченский мост , где все стороны подгоняет и курирует стройку непосредственно правительство. А то, может превратиться в китайской-русский мост в ЕАО. Не хотелось бы. "
2021-11-01 00:00:00," © stellini-russia.ru Компания ""Стеллини.ру"" начинает реализацию инвестиционного проекта по строительству производственного комплекса полного цикла по выпуску жаккардовых и трикотажных полотен. Символический старт проекту дан 12 февраля. Для строительства нового производственного комплекса полного цикла приобретен земельный участок в Кохме. В реализацию проекта инвестор планирует вложить еще 280 млн рублей, в том числе 100 млн рублей – в закупку оборудования, технологий и ноу-хау. Таким образом, общий объем инвестиций Stellini Textile Group в экономику региона превысит полмиллиарда рублей. Предполагается, что в производстве жаккардовых и трикотажных полотен будут применяться инновационные технологии, не имеющие аналогов в России . В дополнение к 70 созданным рабочим местам будет организовано еще 20 рабочих мест. Планируется организация стажировок студентов профильных ивановских вузов. Проект будет реализован в два этапа, первая очередь нового производства будет введена уже в 2020 году. Предприятие ""Стеллини.ру"" входит в состав Stellini Textile Group (Италия), занимающейся производством жаккардовых тканей с 1947 года. В 2015 году состоялось открытие нового производства жаккардовых и трикотажных полотен в городе Кохма Ивановской области, объем инвестиций составил свыше 250 млн рублей. В конце 2017 года заявлено о планах по расширению производства и подборе земельного участка под строительство. ""Установлена символическая свая нового производственного комплекса известного итальянского холдинга Stellini Textile Group . Порядка 20 процентов продукции будет экспортироваться в Европу. Реализация проектов по расширению действующих в Ивановской области производств иностранными компаниями свидетельствует о высокой востребованности продукции, благоприятных условиях ведения бизнеса в регионе. Поделиться: Ссылки на новость Источник "
2021-11-03 00:00:00," В Белоруссии будет организовано производство собственной вакцины от коронавируса. Соответствующий указ в среду, 3 ноября, подписал президент Белоруссии Александр Лукашенко . ""Президент Беларуси Александр Лукашенко подписал указ о реализации в 2021-2023 годах инвестиционного проекта по организации производства отечественной вакцины против COVID-19 на площадях ОАО ""БелВитунифарм"" , — сообщили в пресс-службе Лукашенко. Проект предусматривает строительство в Витебской области завода по производству вакцин. Разработка вакцины ведется организациями под контролем минздрава страны и национальной академии наук. Уже подготовлена серия прототипного варианта препарата. ""Производственная база ОАО ""БелВитунифарм"" определена правительством как наиболее перспективная площадка для опытно-промышленного производства вакцины, исходя из степени готовности инфраструктуры, наличия подготовленных специалистов, а также возможности последующего развития биотехнологического кластера"", — добавили в пресс-службе президента Белоруссии. 29 октября власти Белоруссии приняли решение ввести запрет на вывоз кислорода на фоне распространения COVID-19. Запрет на вывоз касается в том числе стран Евразийского экономического союза ( ЕАЭС ). Ограничение распространяется на кислород газообразный медицинский, кислород газообразный технический, а также жидкий медицинский и жидкий технический. Также из-за роста количества случаев коронавируса в Белоруссии 18 октября приостановили оказание плановой несрочной медицинской помощи. Как уточнили в минздраве республики, причиной такого решения является необходимость совершенствования оказания медицинской помощи пациентам с COVID-19. 12 августа глава минздрава страны Дмитрий Пиневич сообщил, что в республике вакцину от COVID-19 планируется выпустить в гражданский оборот в 2023 году. Директор по развитию аналитической компании RNC Pharma Николай Беспалов в июне рассказал, что белорусский препарат от коронавируса является аналогом российской вакцины ""КовиВак"" Центра имени М.П. Чумакова . Испытания препарата начались в июне. "
2021-10-29 00:00:00," ООО ""Морской торговый порт Лавна"" с проектом строительства комплекса перегрузки угля в морском торговом порту ""Лавна"" на западном берегу Кольского залива готовится стать резидентом территории опережающего развития (ТОР) ""Арктика"" в 2022 г. Об этом сообщает пресс-служба Министерства информационной политики Мурманской области. Вопросы текущего состояния ТОР ""Столица Арктики"" рассмотрели на третьем заседании наблюдательного совета, которое провел губернатор Андрей Чибис . ""В общей сложности у нас в настоящее время зарегистрированы девять резидентов, общий объем инвестиций составляет более 100 млрд. руб., созданы почти 5000 новых рабочих мест, - отметил глава региона. Андрей Чибис добавил, что в рамках ТОР также проведены все подготовительные процедуры к реализации проекта ООО ""Морской терминал ТУЛОМА"" . Кроме того, в следующем году готовится стать резидентом ООО ""Морской торговый порт Лавна"" с проектом строительства комплекса перегрузки угля в морском торговом порту ""Лавна"" на западном берегу Кольского залива. В рамках мероприятия участники заседания также рассмотрели вопросы, связанные с определением доли иностранных работников, привлекаемых резидентами территории опережающего развития ""Столица Арктики"" и дальнейшим расширением границ ТОР для реализации инвестиционных проектов. Условия концессионного соглашения на финансирование проекта строительства порта ""Лавна"" утверждены правительством Российской Федерации 1 октября 2018 г. В рамках концессионного соглашения предусмотрено строительство угольного терминала, развитие существующей железнодорожной инфраструктуры на восточном берегу и строительство новой железнодорожной инфраструктуры на западном берегу Кольского залива. Глубоководный причал длиной 660 м будет способен принимать одновременно два крупнотажных балкера дедвейтом от 20 до 150 тыс. т. Кольский залив не замерзает, поэтому терминал Лавна будет работать круглогодично без привлечения ледоколов. В целом инвестиции в проект комплексного развития транспортного узла составляют более 130 млрд. руб., вложения в создание терминала ""Лавна"" - 34 млрд. руб. (portnews/Транспорт Украины и мира) "
2021-11-06 00:00:00," Об этом сообщают ""Ведомости"" со ссылкой на трех федеральных чиновников. Компания прислала обосновывающие материалы в рублях, однако финансовую помощь из Фонда национального благосостояния хочет взять в иностранной валюте по курсу на дату получения Представитель компании заявил, что НОВАТЭК не подавал заявку в долларах, однако не уточнил, в какой валюте была подана заявка. По информации издания, решение о том, выделять ли НОВАТЭКу средства в валюте, будет принято в ближайшее время. Напомним, НОВАТЭК подал заявку на получение средств из ФНБ для реализации проекта ""Ямал СПГ"". В проекте также задействованы китайская CNPC и французская Total , доля которых в ""Ямал СПГ"" составляет по 20%. По оценкам главы НОВАТЭКа Леонида Михельсона , общий объем инвестиций в ""Ямал СПГ"" может составить около 30 млрд долларов. Отметим, что в Минэкономразвития уже заявили, что правительство может рассмотреть эту заявку до конца года. 13 ноября правительство опубликовало проект постановления об освобождении НОВАТЭКа от уплаты НДС при ввозе иностранного оборудования для работ в рамках ""Ямал СПГ"" . В результате компания может сэкономить более 100 млн долларов. Источник: ejnews.ru "
2021-10-28 00:00:00," Европа во многом сама виновата в сложившемся энергетическом кризисе, а пандемия коронавируса усилила мировое неравенство. К таким выводам пришли участники XIV Евразийского экономического форума в Вероне , передает корреспондент ""Известий"". В этом году политики, предприниматели, дипломаты и эксперты из разных стран участвуют в мероприятии в гибридном формате. Среди главных тем также успешный энергопереход и преодоление последствий пандемии коронавируса — она усилила неравенство в мире, в результате которого богатые стали еще богаче, а бедные еще беднее. У нас газ. А у вас? В этом году форум в Вероне идет как в очном формате, так и в дистанционном : все, кто не смог приехать лично, могут смотреть трансляцию на сайте. Перед двухдневным мероприятием к его участникам обратились мировые лидеры. Так, Владимир Путин отметил, что им предстоит рассмотреть возможности эффективного развития континента, где проживает свыше 70% населения планеты. Папа Римский Франциск выразил надежду, что собравшиеся будут работать над развитием диалога для обеспечения бережного отношения к ""общему дому"" . Специальная сессия XIV Евразийского экономического форума в Вероне была посвящена структурным изменениям в экономике и будущему энергетики . Особое внимание ее участники уделили сложившемуся в Европе кризису, в результате которого за последние несколько месяцев цена на газ резко выросла и в октябре превысила $1900 за тыс. куб. м. Бывшая глава МИД Австрии Карин Кнайсль заявила ""Известиям"", что вина за сложившуюся в странах ЕС ситуацию лежит на европейцах . — Виноваты не русские и не арабы. Это внутренний кризис . В нем задействовано много факторов. Существует чересчур амбициозный план перехода на новый тип энергии, Европейский зеленый курс, но нельзя отказаться от чего-то, не заменив это чем-то. Так что это созданный своими руками кризис, — подчеркнула политик. По словам экс-канцлера Германии, председателя совета директоров ""Роснефти"" Герхарда Шредера , на рост стоимости голубого топлива в Европе также повлиял повышенный спрос в Азии, особенно в Китае. КНР готова покупать газ по высоким ценам, поэтому для поставщиков она выступает привлекательным рынком сбыта. — Европе пора перестать возлагать ответственность на Россию за эту ситуацию, — подчеркнул Герхард Шредер . — Китай за последние годы импортировал намного больше газа. В Азии идет бум, повышается спрос. Это фактор, который лежит в основе роста цен на газ. Глава ""Роснефти"" Игорь Сечин в свою очередь отметил, что кризис в Европе показал высокую важность товарных запасов . Он указал: из-за нехватки долгосрочных контрактов газовые хранилища оказались заполнены лишь на 75% по сравнению с 10-летним историческим уровнем в 90%. — На фоне растущего спроса ограниченные возможности альтернативной генерации по обеспечению стабильных поставок электроэнергии не только в зимний, но и в более комфортные с точки зрения погодных условий летний и осенний периоды привели к рекордным ценам на газ, — добавил топ-менеджер. Сегодня цена на спотовый газ в Европе откатилась до $980 за тыс. куб. м, отметил исполнительный директор департамента рынка капиталов ИК ""Универ Капитал"" Артем Тузов . Но несмотря на такую значительную коррекцию, она все еще в пять раз выше, чем в январе 2020 года. Россия оказывает всестороннюю поддержку Европе в вопросе поставок газа, указал он. Так, 27 октября Владимир Путин дал распоряжение ""Газпрому"" в ноябре заняться повышением запасов в газовых хранилищах в Европе. К концу года, по мере их заполнения, возможно охлаждение на рынке газа, цена которого может опуститься к $600 за тыс. куб. м, прогнозирует Артем Тузов . А Европа может помочь себе сама, ускорив сертификацию газопровода ""Северный поток-2"". Дисбаланс на европейском энергорынке был вызван резким ростом спроса в результате быстрого восстановления экономики и невозможностью адекватного расширения предложения газа, пояснил ""Известиям"" руководитель направления ""Экономика отраслей ТЭК"" ЦСР Александр Амигарян. Россия, в свою очередь, может способствовать стабилизации ситуации на европейском газовом рынке путем увеличения поставок газа, считает аналитик. Говоря об условиях успешного энергетического перехода, Игорь Сечин отметил, что этот процесс должен быть взвешенным , экономически обусловленным и социально ответственным: мировое сообщество должно выработать единый подход к глобальной климатической проблеме, а не искать виновных и не использовать односторонние протекционистские меры . Вместе с тем, он считает, что дестимулирование развития традиционных источников энергии вызовет еще больший рост цен: "" эпоха относительно низких цен на энергию, продолжавшаяся почти 100 лет и ставшая основным стимулом для развития мировой экономики, может подойти к концу "". В первый день форума ""Роснефть"" заключила несколько контрактов . Так с сингапурской Trafigura подписано соглашение о сотрудничестве в области сокращения выбросов парниковых газов по всей цепочке поставок нефти. С итальянской Maire Tecnimont договорились о реализации инвестиционного проекта ""Строительство комплекса гидрокрекинга ВГО"" на производственной площадке Рязанской НПК . Настоящая катастрофа Еще одна важная тема, которая обсуждалась на форуме, — это коронакризис и его последствия . Председатель совета директоров банка ""Интеза"" , президент Ассоциации ""Познаем Евразию"" Антонио Фаллико заявил о том, что пандемия коронавируса усилила неравенство в мире, в результате которого богатые стали еще богаче, а бедные еще беднее . — Более 3 млрд человек вынуждены выживать менее чем на $5,5 в день, 1,3 млрд живут на доллар в день и не имеют доступа к питьевой воде, а 2 млрд не могли пользоваться электричеством. За последние 40 лет доходы 1% самых богатых стали более чем вдвое превышать доходы беднейшей половины населения мира. 1% самых богатых людей владеют 18% всего мирового богатства, — заявил Антонио Фаллико , подчеркнув, что пандемия только усилила эти тенденции . По его словам, в ближайшие два года перспективы экономического роста и восстановления выглядят позитивно, однако ряд вызовов сохраняется. Например, неопределенность и отсутствие рабочих мест из-за закрытия бизнесов. Пандемия коронавируса — это даже не черный лебедь и не экзогенный шок, а самая настоящая катастрофа , подчеркнул банкир. Игорь Сечин согласился с тем, что в мире сохраняется неопределенность. Коллективный иммунитет еще не сформирован, подчеркнул он. — Одних вакцин для успешного преодоления пандемии недостаточно. Нужны еще и лекарства. Медицина и фармацевтика должны работать на опережение, — отметил глава ""Роснефти"" . Главным препятствием для эффективной борьбы с COVID-19 остается недостаточная вакцинация, особенно остро эта проблема стоит в бедных развивающихся странах, заявил ""Известиям"" доцент экономического факультета МГУ Олег Буклемишев . По его мнению, универсальных мер для преодоления негативных социально-экономических последствий пандемии нет, поскольку политические и финансовые условия в мире крайне неоднородны. "
2021-11-01 00:00:00," По сообщению пресс-службы ""МЭС Сибири"" , специалисты ""Россети ФСК ЕЭС"" обновят релейную защиту на ПС1150 кВ ""Итатская"" , где установят девять шкафов современного оборудования отечественного производства. Планируемые энергетиками мероприятия по модернизации, завершение которых планируется в следующем году, повысят надежность работы важнейшего центра питания Сибири. ПАО ""ФСК ЕЭС"" инвестирует в реализацию этого проекта 100 млн руб. В пресс-релизе говорится, что во время работ на питающем центре вместо отработавших свой ресурс микроэлектронных устройств специалисты энергокомпании установят современные аналоги на микропроцессорной основе. Новые защиты отличают высокая чувствительность, быстродействие и увеличенный срок службы эксплуатации – более 20 лет. В сообщении уточняется, что новые устройства релейной защиты и автоматики (РЗА) обеспечат защиту от коротких замыканий силового оборудования не только подстанции, но и ЛЭП 500 кВ ""Итатская – Ново-Анжерская"", которая связывает энергетические системы Кузбасса и Красноярского края. В релизе указывается, что мощность ПС 1150 кВ ""Итатская"", обеспечивающей выдачу мощности 4-х самых крупных электростанций Красноярского края и Хакасии: Саяно-Шушенской и Красноярской гидроэлектростанций , Назаровской ГРЭС и Березовской ГРЭС-1 в Объединенную энергосистему Сибири, составляет 1002 МВА. Метки: Россети ФСК ЕЭС , ФСК ЕЭС Интересная статья? Поделитесь ей с друзьями: Tweet "
